tone_ratings,value,SID
0.0,The article describes a huge area of plastic pollution in ocean and how it continues to grow out of control.,s051
0.0,This articles describes why mice have shown that exercise may not be the key to weight loss.,s052
0.0,The article is about how climate change will result in multiple climate related crises simultaneously.,s053
1.0,They discussed solution to rising global temperatures.,s054
1.0,Parents need to be made aware of how they are molding their children not only morally but with making healthy choices.,s055
1.0,Children worldwide joined the fight against climate change.,s056
1.0,Fish are very high in nutrients and omega-3 fatty acids. These are necessary for brain function.,s057
0.0,This is bad for our environment and I care about the environment.,s058
1.0,The article is about how to reduce your carbon footprint and make better green choices.,s062
0.0,Advice on dealing with floods.,s063
0.0,it's not known whether or not staying home more is beneficial overall,s064
1.0,"It's about how we do slow as we age, but it isn't as bad and as steep as many people believe it to be.",s065
1.0,"Its not how you eat, its what you eat.",s066
1.0,A breakdown of a conference focused on climate technology.,s067
1.0,A new exercise program helping kids.,s068
1.0,An article about youth taking a stand to help climate change.,s069
0.0,Say what? I will have to spend some time reading this.,s070
1.0,A cancer researcher started a company to crowd-source an individualized approach to cancer which he personally had.,s072
1.0,This is about affordable alternatives to using cleaning products that you have to throw away.,s073
1.0,Fighting against climate change,s074
0.0,sugary drink is injurios,s075
0.0,its about how if children got up off their ass and did some physical activity it would save our nation a boatload of money,s076
0.0,It matters because this type of information is dangerous to spread and puts animals at risk of being endangered because of our negligence.,s078
1.0,about colds and flu and if having a strong immune system can fight it,s079
0.0,"Until we get rid of the 1%, we'll never be able to solve climate change.",s080
0.0,it wouldn't matter because nobody I know runs,s081
1.0,This article matters to me personally because I have been wanting to start weight training for several months now. This article may be what gives me the information I need to start a new change in my life.,s082
0.0,It matters because it affects the environment and could mess it up.,s083
1.0,the more you excercise as you get older the younger you will feel.,s084
1.0,This article would help people avoid waste while grocery shopping.,s085
1.0,The US Senate passed a bill that designates over a million acres of wilderness for protection.,s086
0.0,"The fires in California are still burning, and it's important to learn how to deal with it.",s089
1.0,I know a lot of people who eat deli meat daily that should be aware of this.,s090
0.0,People will suffer more with the climate change.,s092
0.0,People dont know what the fuck they are talking about.,s093
1.0,"We need to combat global warming and it will require many nations, including those in the EU, to commit to it",s095
1.0,"We need to have better containers that are eco-friendly, like hemp, for example. Plastic just accumulates in the ocean",s097
0.0,fun heart monitors in fitness?  i dont buy it,s099
1.0,Young people calling for action against climate change.,s100
1.0,Restricting travel by staying home conserves energy.,s101
0.0,Carbon emissions could get worse for us and it could pollute our fresh air.,s103
0.0,This article matters to me because I am concerned about the impact of climate change and also concerned about natural disasters and the damage they cause.,s104
0.0,This article is about the increased risk of breast cancer that comes with women who eat more processed meats.,s106
0.0,"A supplement used for things like losing weight, gaining muscle among others could be fatal.",s108
0.0,Climate change make people worst in current situation..,s110
0.0,I live in an area where hurricanes are very prevalent.,s111
0.0,My family's home was affected by a recent hurricane. Climate change could be affecting more people and more severely now and in the future.,s112
1.0,This article matter to me personally because I want to be healthy and live a long healthy life free of any diseases like Parkinson's disease.,s113
1.0,This is important for many people because mental illness affects the spouses too.,s114
0.0,Figuring out what land will be under water in 20 years will be a good money maker for some.,s115
0.0,The Egyptains in the past tryed to help the climate. They did not do the best at what they did to stop it. It was lessons learned helping for others to grow on.,s116
1.0,wildlife exploration is the best thing,s117
0.0,More people need to know exactly how disastrous these fires have been.,s118
1.0,"Some skier thinks the world is going to run out of snow. Also, scientist win a prize by mapping peat.",s119
1.0,Nature proves superior to man-made solutions once again,s120
1.0,A pill may help people who are overweight.,s121
1.0,because people want to be healthier,s122
1.0,I know people who are interested in alternative energy sources for use at home.,s123
1.0,This article is about how the Senate approving drilling in the Arctic because it has opened up oil and gas exploration.,s124
1.0,What to eat and drink to prevent kidney stones,s125
1.0,to rewrite the American car emission rules for automobiles which have been aggressively moves,s126
1.0,please give only healthy food for their children,s127
1.0,This article is about fast weight training.,s130
0.0,It just depresses me,s132
0.0,Why does everything bad for you tastes so good?,s133
1.0,This article is about how to adjust your lifestyle so you are not using Single-Use plastics as much.,s134
0.0,"This article is about how wild storms and their dangerous rains have resulted from global warming, better evacuation of flood zones and worse news all around.",s136
1.0,Many of my friends are smokers are on the heavier side. I believe this article basically illustrates a real potential reality of those who fit this category. Article brings forth evidence allowing for those I know make the decision to make a difference before they suffer from a heart attack due to the plaque build directed from their lifestyle.,s137
1.0,"It's interesting that there's still the assumption that children can be controlled. Also, while they are impressionable, is it in their best interest to try and control them?",s139
1.0,Because they want to switch to green energy,s140
0.0,Because i used to be a smoker,s141
1.0,eat calcium rich foods to avoid kidney stone.,s143
0.0,I have serious fears about global warming as I get older and it shifts and destabilizes society.,s145
0.0,"I have a bit of an interest in scents and collect them, so this is kind of a worrying article.",s146
0.0,This article is about wildfires are occurring more frequently in our country now.,s147
1.0,The spring season comes to end after the climate change,s149
0.0,It would likely have an effect on the prices of things that we buy in day-to-day life. The companies losing their money could move the loss onto consumers.,s150
0.0,"It's sad to see that children are more interested in tv, video games and electronics and not getting out and getting physical exercise",s151
1.0,My friends are interested in global climate change,s153
0.0,Things that may not actually be recyclable.,s155
1.0,It is about the benefits of eating plants to get your necessary protein and how others have done that and are evidence that it works.,s156
1.0,The Article about forecast warming world,s157
0.0,MINE HAS CLAIMED VICTORY OVER ENVIRONMENTAL ACTIVISTS,s159
1.0,This is important because humans like us need nutrients to strengthen our immune system,s160
0.0,THE ARTICLE IS ABOUT THE DAMAGED ENVIRONMENT AND SHRINKING ECONOMY,s161
1.0,We can hope that these people who have joined the call will actually do something rather than sit on their laurels but it's important that the call to action has grown larger and includes a younger generation.,s163
1.0,This article would matter to people I know because it could give them insight to health and how a bacteria supplement could improve their performance while working out.,s166
0.0,This matters to me because it is likely to impact the world economy in a negative way which could impact the financial stability of my own life.,s167
0.0,This is an article about lawsuits related to climate change.,s168
0.0,this is about how wrong we are in recycling simple things wrongly,s170
1.0,"How working out can prevent dementia, it was studied in middle aged women.",s172
1.0,Flavonoids in plants can lower your cancer risk,s177
1.0,This is about CBD and how little is actually known about it.,s178
0.0,"The planet is experiencing hotter months than ever, specifically in June.",s184
0.0,This matters to people I know and everyone on the planet because if we do not combat climate change our species could go extinct.,s185
1.0,"Physical exercise obviously goes back much further than that, to a time where people wouldn't have thought of it as working out, but rather a way of life.It is very important article to me.",s186
1.0,"This article focuses on climate change and included conversations with an oceanographer, automakers, and forecasters.",s187
1.0,A chef making suggestions for shopping at a farmers market,s189
0.0,this world not only for humans,s191
1.0,This article matters to me personally because I want to be healthy and take care of my body.,s192
0.0,Having a heavy food regularly can push the people into obesity problem and it make the people life time to shorter.,s193
1.0,It is important to me to address climate change so wasy to do that is good.,s194
0.0,A mining project in Australia that burns coal.,s195
1.0,It contains important information that I did not know about fish making us smarter.,s196
0.0,"If this diet unlikely to provide benefits, i make sure all people in my community should know about it",s197
0.0,This article about the climate change in next 5 years this article makes me feel fearful.,s198
1.0,Article is about Precaution measures for kidney stone,s200
0.0,The problem is there are so few green energy providers in our state. It's hard to make changes when they're not available. :(,s201
1.0,All people should do exercise daily,s202
1.0,Motion keeps the brain on its toes as it ages.,s204
1.0,It's possible that a gut bacteria could help make us run faster since that bacteria is higher in mice that ran faster.,s205
1.0,very much useful conference.,s206
0.0,I am sick and tired of my life being affected by climate changes and these companies need to be held accountable!,s207
0.0,"the highest level of weght associated cancer are in the south,my esidence also in the south side",s208
1.0,A climate change bill that helps Americans buy electric cars.,s210
1.0,"The article indicates that increased consumption of plant proteins may lead to lower rates of cardiovascular death or stroke, thus lengthening life spans",s211
0.0,Opposing to government,s212
1.0,looks like babies can have food sooner than we thought,s214
1.0,I hope this fraction can increase in the next administration!,s215
1.0,How dancing can be good for your brain.,s216
0.0,It looks like more and more lawsuits are happening with oil and gas companies.,s217
0.0,It affect many people lives,s218
1.0,It matters because the environment effects all people and future generations,s219
0.0,"A major scientific report issued by 13 federal agencies on Friday presents the starkest warnings to date of the consequences of climate change for the United States, predicting that if significant steps are not taken to rein in global warming, the damage will knock as much as 10 percent off the size of the American economy by century’s end.",s222
1.0,This article is about how Parkinson's Disease and Heart Risks are related in a way that some people may not know.,s223
1.0,This matters to me if I decide to use CBD.,s224
0.0,"people with really needs much help, hope and money",s227
1.0,"Being a dog lover, I have found that having a dog in the bedroom makes me sleep better knowing I have security.  Researchers know what others have known for centuries, its wise to have a dog for protection. You will sleep well.",s230
1.0,This is about using clean energy for your personal home use.,s234
1.0,It is about knowing the details and making their actions clear,s235
1.0,this article matters because it includes informations that can help the US save a tun of money which in my opinion can help to put towards helping the less fortunate and building the country.,s236
1.0,PROTEIN HELPS US TO LIVE LONGER,s237
1.0,It deals with the need to increase our need for solar power.,s242
1.0,Happy to have this helpful info to share with parents-to-be!,s243
1.0,This is about using computers to treat and predict cancer.,s246
1.0,This article very much influencing in my thoughts. Because many of Americans started to make conversation about climate change and its impacts. This article claims that the climate changing creates disaster. Partially it must be true,s248
1.0,how banning sugary drink had a positive effect on workers,s249
1.0,This article matters to me personally because I offered vitamin D to my wife during her pregnancy.,s250
1.0,This matters to people I know who live on planet earth and don't want climate change to ruin the world we live in.,s251
1.0,"This would just be relevant health information for the people I know to keep in mind. No one I know is obese, though.",s255
0.0,because most of the cleaning products are not effective,s257
1.0,Activities for active brain.,s258
1.0,It is very necessary article it tells about the necessary of Twilight and energy source,s259
1.0,Heart monitors can make HIIT fun and exciting to do.,s260
0.0,Feeding babies solid food at 3 months.,s261
1.0,I have been feeling very fit lately as i have intensified my workout about 5% more than the usual.,s262
1.0,A strike against a oil superpower trying to avoid investigation and a win for the environment.,s265
1.0,I feel that the it is important that a baby can go on solid foods earlier and it would help me out on the formula and save me some money to and they will get healthy foods,s268
1.0,People should ensure their safe and secure by insuring from future disasters,s270
0.0,the economy and climate change are all making a negative impact on society,s273
1.0,It is a very interesting news,s274
1.0,Exercise could help you love longer,s275
1.0,it was about the smoking is not good for health and not smoking gives a healthy and long life.,s276
1.0,solar power is very important to produce electricity,s277
1.0,This is good to know! I will pass this information along to my female family and friends and hopefully they will be able to reduce their risk for breast cancer.,s278
1.0,This article is about the climate change declaration at Arctic Talks,s279
0.0,"women eating processed meats have a higher chance of breast cancer
",s280
1.0,This article suggests that it matters more what you eat and not how much you eat.  It says you can eat larger portions of healthy foods.,s281
0.0,climate change and global warming isues affect all of us,s283
1.0,It matters because I am one of those Americans staying home but I'm not saving energy at home.,s287
1.0,How to prepare for the increase in flooding caused by global warming.,s288
0.0,The elections have consequences regarding what will be done about climate change and how much it may cost taxpayers.,s292
1.0,It is good to know what is going on with the climatic change in our community.,s294
0.0,GMOs and people that oppose them don't know that much about them.,s295
0.0,Most processed foods are harmful to our health.,s297
0.0,Deli meats increase risk of colon cancer.,s299
0.0,advantages and disadvantages of using plastic and paper bags,s300
1.0,It is important to state healthy.,s301
1.0,Hearing is very important,s303
0.0,Low impact sports for exercise might make bones weaker in old age,s305
0.0,climate change is real,s307
1.0,It is about high intensity interval training tool.,s308
1.0,Babies who are given solid food at 3 months sleep longer than babies who are exclusively breast-fed through the age of 6 months.,s311
1.0,The possibility of diet and exercise reduce artery plaque.,s313
0.0,"As coal-derived energy is a major contributor to global warming, the success of this particular coal mine detracts from my personal goal of combating climate change.",s314
1.0,The article is a summation of the election results relative to climate change issues.,s316
1.0,"My dad has sleep apnea, and is on a C-PAP at night.",s318
1.0,This article is very motivational,s319
0.0,It is about coal despite the profound risk,s320
1.0,This article is about skin infections.,s321
1.0,Most people I know are environmentally conscious and this article would provide them with some simple things they can do to cut down on plastic.,s322
0.0,"A zoologist wrote that polar bears are fine, climate scientists disagree.",s324
0.0,The article declares that the environmental issue which the world defending against it. Every living things in this world they had its own place because of our developments we may cause some indirect damage for our environment this article definitely matters.,s326
1.0,relate to the ultimate sports fans,s327
1.0,I know plenty of people that enjoy HIIT training and would like to know more about it.,s328
1.0,This article matters to people I know because both of those issues are key to survival.  The environment is key to the survival of our species and the other is survival economically.,s329
1.0,"It's pointing out we can save food from being wasted if we buy only what we need right away. Good idea, I'd rather have everything fresh.",s330
1.0,Taking supplement is healthier way and increase the nutrition.,s331
0.0,making it known that the supplement is not yet confirmed to work for humans,s335
1.0,I guess that this could push people into higher density living as usable land decreases. I like having a modest amount of space to live in and the reduced traffic from a moderate level of population density.,s337
1.0,They frequently engage in the use of perfume and paint and they generally care about the environment.,s338
0.0,Waste managers often call this wishful recycling but it is wrong. Because it can do more harm than good.,s344
0.0,I have family who take statins for their cholesterol and their health isn't good enough to handle a staph skin infection.,s345
1.0,I hope we do something about climate change soon,s348
0.0,My parents need to lose some weight so this article might help,s349
1.0,This article matters because it will help to reduce climate change with the aid of recycling,s352
0.0,This article shows that how hungry is this grandmother.,s353
1.0,Very useful tip to weight loss,s358
1.0,They had some great plan for the future days. In present day leaders should try to learn from the our forefathers and had to apply on the real life.,s360
0.0,"The article concerns the fact that Americans are still building homes in flood-prone areas, despite our increased awareness in climate change concerns.",s361
1.0,"I guess it's relevant to people who like snow ? Or is it environmental statement ? No idea what mapping peat is...
I think it might be regarding climate change ?",s363
1.0,Some people I know are interested in the environment and safety of it.,s364
1.0,The article is about weight loss based on diet quality.,s368
1.0,The benefit of exercising seems to be directly related to the length of life.,s371
0.0,"A Tibetan glacier once again collapsed again after it did in 2016, puzzling scientists and causing them to reconsider their research.",s372
1.0,Using wind energy could be useful in the future.,s373
1.0,I love Science in general and the Headlines seems to imply that the Auto Industry are serious about Climate Change. I also want to read what Sylvia Earle has to saw during the conversation/interview. Plankton is vital to the Earths Oxygen Levels and the Oceans Ecosystem.,s375
0.0,"Because of a disease, a person had to give up food that would otherwise be healthy for them.",s380
1.0,it matters to a lot people especially people that is battling breast cancer it can help with their situation,s386
0.0,climate change leading to more bigger problems,s387
0.0,they will provide the two big climate meeting that is used the food waste.,s390
0.0,effects of global warming,s394
1.0,This article is about to switch a Green Energy Provider,s395
1.0,Treat eating disorders to help.,s396
0.0,A floating trash zone is much larger than originally believed and is growing at an exponential rate.,s399
0.0,Can statins use increase skin infection?,s400
1.0,Of course even myself felt that the walking depends on the person with whom we are walking,s401
1.0,It's about how the world has been changed because of people keeps to work and stay at home,s402
1.0,multiple aspects lead to you being immune or not to the flu/cold,s403
0.0,It is about how eating more meat leads to higher chances of breast cancer in the study/studies they are citing.,s406
0.0,now a condition most of the people were effected in diabetes and it is very dangerous disease effects on energy regulation hormones at normal human consumption levels,s411
0.0,the article give information about  california and new york have sued oil and gas giants,s412
1.0,The article is suggesting readers to help the Earth by consuming less but also is trying to educate about government shutdown and climate change.,s414
0.0,this is strange. all strive for records,s415
1.0,This matters to me personally because I need to know what G.M.Os are and I should study them.,s418
0.0,earth had its hottest june this year,s419
0.0,It makes a great issue of climate change. Burning coal will make a risk to future.,s420
1.0,Working out and doing cardio like cycling professionals do probably does keep you biologically younger.,s421
0.0,A carbon emissions proposal failed due to the objections of countries that are heavily dependent on coal.,s422
1.0,We all need to get on board with solutions for clean energy.,s423
0.0,This article describes how to cope with a drought with respect to the potential for fires.,s425
1.0,This article is about climate change and how scientists are trying to expose a fabricated blog about polar bears.,s432
0.0,Deli meats is produced to the cancer .,s434
1.0,The differences experiences throught the lossing weight process due to  individual biological differences.,s435
1.0,Shift gears are necessary things on climate change.,s436
1.0,health is wealth so low calorie food like eat maintain our body level,s437
0.0,"This unfortunately is a sad view into a society, that cares more about themselves than other people living on this planet.",s439
1.0,babies should only be fed breastmilk until 6 months under current guidelines.,s442
0.0,This article matters to me personally because of the champions coal that won in national elections,s444
1.0,conservation bill makes the statement,s445
0.0,Being overweight can lead to cancer.,s446
1.0,"This article is about a study which suggests a correlation between physical fitness and reduced rates of Dementia, in middle aged women.",s448
0.0,This article describes the risk of statins.,s449
1.0,"I do tend to eat deli meats at least weekly, so it is slightly relevant.",s450
1.0,this is health issues details so this article matters to people you know.,s453
0.0,Skipping breakfast as weight loss strategy.,s454
0.0,Special treatment for obesity,s456
0.0,The US blocked the Artic Council's ability to issue a joint declaration regarding climate change.,s457
1.0,My father and others I know are avid skiing fans so the preservation of snow would interest them greatly.,s460
1.0,"Everyone wants cleaner air, right?",s462
1.0,this would encourage them to use other reuseable bags,s463
0.0,It matters to people I know because these storms can damage their homes or kill them.,s466
1.0,Electric cars are helpful for global to reduce the global warming.,s467
1.0,Most of the people i know recycle so it would matter to them to know where its going and if it is really being recycled.,s470
0.0,An article about climate change causing more avalanches that are bigger and what to expect in the future.,s471
0.0,it's about diet for people with a high in gluten,s473
1.0,laws to reduce climate change were voted on in the election,s475
0.0,There are more diseases spreading across. But there is not much information about it and how to cure it.,s478
0.0,That since 1950 we had generate 8 billion tons of plastic that has been impactful to our environment,s479
1.0,"If kids play it helps the US save money, presumably because of health benefits of activity",s481
1.0,"This article is about how you can do brief sets of exercises targeting different areas of your body so that you can get into shape and gain muscle tone with short, 13-minute exercise sessions.",s482
0.0,"As a husband of a woman with an eating disorder, all I want to do is help! I just wish I knew how",s483
1.0,Express weight training,s485
1.0,It feels me better understanding,s487
0.0,fuel efficiency rules for automobiles pushed back by lobbies,s488
1.0,Coal is a dirty fuel and should be used less.,s490
1.0,Exercise such as cycling is proven to keep us younger and healthier longer.,s492
1.0,Moving around is good for the brain and your age,s493
0.0,This article about hearing loss message...this activity is serious injuries,s494
0.0,This article matters to older family members of mine who have strong sweet-tooths and are also diabetic and over the age of 60,s495
1.0,"to prevent the plants , its god's gift",s496
0.0,"This is a summary (or a highlight, or a title) of an article about climate change and perhaps automakers and their expectations.",s497
1.0,A school program where children exercise before the day begins -- and hour of running and different games -- has results that indicate that participants are happier and more energetic throughout the day.,s498
1.0,"climate change is natural one ,we must make a pre-safety method for our protection",s499
0.0,This article is about sugar drinks and the health risks and negative effects on our bodies.,s502
1.0,This article is about how a heart monitor can make High-intensity interval training fun and easier for people to do.,s504
1.0,The article busted the myths about antioxidants that said will ease muscle soreness after exercise.,s505
0.0,A rare animal called the vaquita died because they were trying to capture and rehabilitate it so now there are only 30 left.,s506
0.0,its a danger to the ecosystem and natural rescources,s507
1.0,I work out and sometimes do these type of exercises,s512
1.0,This article explains how the election results will influence the future of a variety of climate change initiatives,s513
1.0,Good to know so I don't waste effort on this!,s514
0.0,Downside to going Gluten-free should be a disciplined by oneself.,s515
0.0,as i said before climate change is to learn by everybody and particularly about global warming,s516
1.0,It contains more information to me,s517
0.0,"This article matters to me because all lives matter, even animals. Weakening the law will kill off species that are endangered!",s520
1.0,Because I love to cook and to know what I'm putting into my body.,s522
1.0,Traveling less to save energy overall.,s526
1.0,I care about the wildlife in Fl even if I live in NJ,s527
1.0,Study suggests that a common gut bacterium may help obese people with metabolic disorders.,s529
0.0,meat is dangerous for health,s530
0.0,Because this applies to most of us living in the midwest.,s531
0.0,The reason we are traveling less is due to covid-19 and we are somewhat forced not to get out.,s532
1.0,This could help people I know to come up with new challenges in their workout routine.,s533
1.0,"This article matters to me because G.M.O's are a hot topic because more research should be done to determine their safety, and I want to be safe.",s535
0.0,Ancient Egyptian lifestyle could only make it for so long.  That way of life could not survive.,s537
1.0,Everyone focusing on using green energy in place of fossil fuels would greatly slow the damaging effects of climate change.,s538
1.0,"This matters to people i know because it shows that exercise can help keep your immune system in tip top shape, which is important given the corona virus situation.",s540
0.0,It matters because burning coal will harm the environment and my family as well as friends will be affected.,s541
0.0,US and its decision about climate change,s543
1.0,It is about the Immune system,s544
0.0,"Some think that climate change isn't real, please read these real stories from the front lines.",s545
0.0,I know women who eat processed meat and it is important to them because the shouldn't want to get cancer.,s546
1.0,It matters because some people are interested in history and would find it interesting to know how the pharaohs lived.,s547
0.0,People must knows the risk of developing staph infection.,s548
1.0,yes i think we can make improvement in our body and mind every time in the day,s551
0.0,This explains how climate change is affecting our world with rising water.,s552
0.0,Sugar is bad all around!,s553
1.0,"It makes our body fit,where most of the people of today don.t have the sufficient time to do so.",s554
1.0,fitness is very important for healthy body,s555
1.0,People want to be able to stop climate change.,s558
1.0,because it is very uselful to people,s559
1.0,Buy food on a regular basis to help prevent wastage.,s561
1.0,Everyone is always telling me how much worse red meat is for me and now science is proving them wrong.,s563
0.0,If plastic or papers bags are better.,s567
1.0,Climate change creates an greater impact for all people who were environmental friendly. I always prefer to protect our environment for our future generations.,s568
1.0,This article matters to people I know because it is in an online article.,s570
1.0,Young people absolutely need to continue to fight against climate change and I feel that taking it to the streets and/or a strike like this is one of the best means to do it.,s571
1.0,"The fear of being able to run and do similar activities may be less possible to people as they age, but it is much less steep than people fear. The decline in activity is unavoidable, but should not be feared and is less of a worry than most think.",s572
1.0,This article would matter mostly the people I know because of the holiday food waste mention.  not so much about climate issues.,s574
1.0,I am an aspirational recycler.,s575
1.0,"Luck, genetics, and lifestyle are the items that help determine how you handle sickness.",s576
1.0,Artificial Intelligence is helping researchers predict and treat cancer.,s577
1.0,"Exercise such as walking or dancing is very beneficial for the brain, especially as we age. Socializing is also important.",s578
1.0,These vegan foods are good for health,s581
1.0,You can help the Earth by consuming less in 2021,s582
1.0,it`s good to here even ancient people having some adoptive nature to survive on disasters.,s583
1.0,Sugary drinks are a huge boon to health and quitting can bring a lot of health improvements.,s584
1.0,I'm all about saving snow.,s587
0.0,This article is about climate change deniers and where they get their information.,s588
0.0,"When agencies acting on behalf of government start suing businesses, my prices go up on what I purchase.",s589
0.0,This has been known for years and doctors keep prescribing them.,s592
1.0,"Today the people more care about our environment, for the things it may be ensure about environment.",s593
1.0,Its about the regulations in Australian coal mine .,s594
1.0,Using antioxidants to ease soreness of the muscle after a rigorous exercise.,s595
1.0,"This article matters to people I know because not eating healthy, smoking, being stressed and lack of exercise is something all of them do. This will help them learn how to turn all of that around and possibly prevent them from having a heart attack in the future",s598
0.0,smoking is not good for health,s599
0.0,Hearing loss impacts motor skills,s600
1.0,It is about drilling for oil in Alaska.,s602
0.0,Sugary drinks are non benefit to people life.,s606
0.0,increasing wildfires and their implications,s608
1.0,A farmer's shopping with chef Tom Colicchio about avoid wasting food.,s610
1.0,Climate Change is affecting the entire world and everyone needs to know about it,s613
1.0,advantages of eating sea food,s615
1.0,I very like to the climate. so we have meet in climate forms.,s616
0.0,My grandfather was obese and it led to the health issues that made him pass.,s618
0.0,Because obesity is now a days very important for human living.,s619
1.0,Great information on how to possibly improve and extend my life,s620
1.0,Nuclear power has its advantages and disadvantages as alternate power.,s621
0.0,A proposal to reduce the 28 country bloc's net carbon emission failed,s622
1.0,i will recommend to take Gluten contain foods.,s623
0.0,"Even though there are a lot of disaters, the billions of money for recovery are not being spent. Govt aid is too slow.",s624
1.0,Article is about benefits of vitamin During pregnancy.,s626
1.0,Protecting the environment is important.,s627
1.0,This article is very important to me.Because I always add tomatto and spinach in my dish,s628
1.0,As a citizen I too will be affected.,s629
1.0,The article is about switching to green energy provider,s630
0.0,"People with eating disorders need help from partners, but partners are apparently clueless.",s631
1.0,This matters because saving energy can help save the environment.,s634
1.0,Flavanoid rich foods lower chances of cancer and cardiovascular death.,s635
1.0,I wonder if my children would have had less cavities had I taken higher doses of Vitamin D during my pregnancies.,s636
1.0,Which gives more energy while playing between those two?,s638
1.0,Help the environment and seek out an environmentally beneficial energy provider. And climate week is upon us.,s639
0.0,I have personally known to climate change of this year...,s640
1.0,"If you skip breakfast before you workout,  it could help you lose weight.",s001
1.0,fruits and vegetables are good for healthy life,s002
1.0,Seems to be a rundown of an interview with an oceanographer.,s003
1.0,Lets start getting those kids outside for a while; once we shift to universal healthcare it will help drop the price tag significantly.,s004
1.0,"Lifestyle changes, such as quit smoking, exercise more, dealing with stress and more can help stabilize and clear up plaque, unclog arteries and protect your heart health.",s005
0.0,This talks about some of the factors that increase the risk of developing Parkinson's Disease,s008
1.0,I am a health conscious young person who follows plant based diet,s009
0.0,Lawmakers want to weaken the aspects of the Endangered Species Act,s010
1.0,People who are against GMO's don't know much about them according to a new study.,s012
0.0,A judge threw out a lawsuit that Exxon filed to protect itself against an investigation.,s014
0.0,Keeping people working at an industry that is doomed to fail eventually for pure profit is terrible and will cost our world a great deal in the end.,s015
1.0,The article highlights important sites that are likely to be affected by global warming.,s017
1.0,Most people know someone who are dealing with this issue and it can be useful so we can know how to assist others in this situation. It is informative.,s018
0.0,This article is about the negative impact of sports like cycling. It says that these low-impact sports could be harmful to bones.,s019
1.0,Companies see some high monetary risks related to climate change.,s020
1.0,This article is about what happens to the nutrients in tomatoes and spinach when they are cooked.,s021
1.0,This is an article about ways plants offer good preventative care for some ailments.,s024
0.0,This article matters to people I know because they are going to have to deal with the impacts of climate change in their lives.,s025
1.0,This article relates to my known people as it is about breast cancer which is usually a women's problem,s028
0.0,Higher in cholesterol in the  body may risk in skin infection so people taking statins to reduce the infection .,s030
0.0,Storing of Coal in Australia,s031
1.0,This article is important to me because it emphasizes the importance of flavonoid-rich foods for health.,s032
0.0,Heat has come from climate change.,s036
1.0,about climate control,s037
1.0,The importance of Vitamin D with pregnant women and health in general for babies.,s038
1.0,It is relate to me because of my civil obedience.,s040
1.0,This article is about encouraging people to work out or exercise to promote a healthy body and lifestyle so they can live longer.,s041
1.0,Although it is widely understood that an active life style can lead to a healthy life the study concludes that a sedentary lifestyle is the equivalent.,s042
0.0,"Land conservation is important in certain circumstances.  The chicken little tactics need to stop, though.",s043
0.0,this article is about the growing problem of waste that is filling up our oceans and harming our planet and animals in the water.,s045
1.0,it is very useful by using only limited plastic and made recycle the plastic we use,s046
0.0,Avalaches triggered by climate change have scientists worried.,s048
0.0,Sports without much pressure on bones may not be good for them.,s049
1.0,Age related declines in our activity levels might not be as bad as we think they'll be.,s051
