tone_ratings,value,SID
1.0,"Car companies are changing their perspectives on climate change, an oceanographer is probably going to be discussing ocean climate problems and then there will be talk about some weather.",s078
0.0,more information on G.M.O,s079
1.0,You can build strength with a short workout if you work hard at them.,s080
1.0,not having to slow down as you age,s081
1.0,This matters to me personally because I've always been interested in China-America relations. That the article also mentions recycling is an added bonus to me.,s082
0.0,Climate change will start affecting companies' profits in the next 5 years.,s083
1.0,top people getting together to discuss climate changes,s084
0.0,Oil companies are trying to change emission rules to suit their own interests.,s085
1.0,I want to live a long healthy life.,s086
1.0,"I have family members who are children, and I want to keep children safe and healthy.",s089
1.0,People who dislike flavonoid rich foods have a lower risk of cancer and cardiovascular death.,s090
1.0,Parkinson's disease has a positive relationship with heart risks.,s092
0.0,Some liberal faggots brainwashed students to believe moron liberal shit.  Death to all libs,s093
1.0,Evidence that climate change is happening and more encouragement that we need to do something about it,s095
0.0,Climate deniers always promote dubious claims to try and back up their false information,s097
0.0,This could be the answer to the problems all of you in florida are gonna face,s099
0.0,This article is about if deli meats are bad for you or not.,s100
1.0,"Resilience matters when I'm trying to reach my goals. Being flexible, however, is still important.",s101
0.0,Article is about climate change. Bigger faster avalanches happening before they thought. Predicting just the beginning.,s103
1.0,This article matters to me because I think that addressing climate change is an issue that is important to put in campaign statements.,s104
1.0,This article matters to me because I have a bag choice to make every week I go to the grocery store.,s106
1.0,Because more healthy people means less is spent on healthcare.,s108
1.0,Oil industry is very important to world for growth....,s110
1.0,I monitor my fitness levels and would like to know more about it.,s111
0.0,Too little pressure from low-impact sports could be harming people's bones.,s112
1.0,It matters to me because this leaders control a large part of our lives so it matters to know whats going on with them and what are their plans.,s113
0.0,This is important because we all drink too much soda. And it is making a negative impact on our health.,s114
1.0,"Many of my friends and family have heart and cholesterol issues, this article could help with that.",s115
1.0,Walking in pace with others depends on the people. Some are fast and slow.,s116
1.0,recycling is the best thing to environment,s117
0.0,"The indirect effects of global warming may not have been very apparent before, but it's rearing its ugly head now. Expect storms and wilder storms.",s118
1.0,A completely unsurprising study finds eating healthy foods helps with weight loss.,s119
0.0,Drilling may cause damage of artic wildlife,s120
0.0,People eat more than they exercise thus gain weight.,s121
1.0,because we need to rely less on fossil fuels,s122
0.0,This article is relevant to people I know because most of their kids eat terrible food constantly.,s123
1.0,This articles to me because I want to make sure I am recycling correctly.,s124
1.0,A brief 13 minute exercise for strength building.,s125
0.0,homes are build fast in the regions where many flood prone areas fastly  which has been show in new data,s126
1.0,Wind turbine is most helpful to the climate,s127
1.0,This article is about nutrient levels in certain foods after cooking.,s130
1.0,It might take more than exercise to lose weight,s132
0.0,We just don't understand how serious the consequences of climate change will be.,s133
1.0,The last part of the article about reducing your carbon footprint would be relevant to the people I know so they can do their part to lessen climate change.,s134
1.0,This article matters to people I know because preservation of wilderness land is important environmental protection for this generation and for those to come.,s136
0.0,"Global warming is becoming a more realistic threat to  ancient places that need to be preserve, seems there is little that can be done, if we dont work collectively to fight global warming and the need to save these heritage sites.",s137
1.0,It is important to know that hearing loss could lead to a greater risk of injuries.,s139
1.0,How removing sugar from the diet can improve your health,s140
0.0,Weight loss suplements,s141
1.0,In 13 minutes we can build weight training.,s143
1.0,I'm someone who would like to see a greater switch to renewable and carbon-neutral energy sources.,s145
1.0,This article is following the progress on scientific understanding of obesity.,s146
1.0,"It matters to me because it is important for myself and the rest of us to maintain a healthy body, in order to live a fit and fulfilling life.",s147
0.0,Carbon Senator Chick Schumer get vouchers.,s149
1.0,It's about the important outcomes of a tech conference in San Francisco.,s150
1.0,All exercise stimulates the brain. It's the best therapy in the world,s151
1.0,Protein from plants may be better for your  health as shown in Japanese people.,s153
1.0,This is important to me because I want to live a long healthy life.,s155
1.0,Because the people I know would want to do all they can for their baby's health and they would want to pass the message on to their family members that are pregnant even if they are not themselves.,s156
1.0,exercise can keep aging muscles and immune systems.,s157
0.0,PUBLIC COMMENTS MATTER IN FEDERAL RULE MAKING,s159
0.0,this article is about how the country leader fail to help improve climate change,s160
0.0,ARTICLE ABOUT THE CHILDREN'S FOOD HABITS AND HOW TO BREAK OUT OF CHILDREN'S MENU TRAPS THIS MATTERS ME PERSONALLY BECAUSE OF MY CHILD ALSO HAVEING THIS PROBLEM,s161
1.0,Regulators have cleared the way for work to begin in a disputed mine in Australia.,s163
1.0,"The article matters to people I know because even though they are exercising, they aren't losing weight. This article can help explain why and show them what they are doing to cause it.",s166
0.0,"Obesity, high triglycerides, high blood pressure, and diabetes may increase the risk of developing Parkinson's disease.",s167
1.0,"This article is about using AI to predict, treat, and prevent cancer.",s168
0.0,this is about invasive grasses may worsen wildfires,s170
1.0,The benefits of fish in the diet of kids and pregnant women.,s172
1.0,Some people I know are vegetarian or vegan so it may be relevant to them and their health or diet,s177
0.0,"I don't know why anybody's still arguing about whether climate change is real or not.  By the time some people figure out that it is real, it may be too late and that's bad news for all of us.",s178
1.0,People need to be informed accurately so that they will be encouraged to take action.,s184
1.0,This article matters to the people I know because this affects climate change.  Everyone I know is concerned about climate change.,s185
1.0,"Nuclear power has historically been opposed by many environmentalist organisations, some support it, as do some scientists.I think we use it in right way.",s186
1.0,"Finding that a gut bacteria makes mice run faster is interesting to me and I would be curious to learn if this same effect is found in humans. It matters to me, because it is fascinating to learn new things about the body.",s187
1.0,Plants high in flavenoids might help prevent certain diseases.,s189
1.0,useful for automakers,s191
1.0,This matters to me personally because I am female and I eat some processed meats.,s192
1.0,For climate change the people can give more importance and had a demand for it,s193
1.0,I care about energy conservation so the fact that ti is happening is good.,s194
1.0,"I don't like cooking tomatoes, but I like spinach so it might matter somewhat.",s195
1.0,It matters to me cause it teaches me how to treat myself and my dog better.,s196
1.0,"Aspiring young girl , I definitely share this to my family and friends",s197
1.0,This article is very very useful to my society and peoples.,s198
0.0,Because recycling affects the environment .,s200
1.0,Dreaming about the days when lab grown meat is affordable for the average consumer and factory farming is a thing of the past!,s201
1.0,Nuclear power is the biggest power in the world,s202
1.0,I know some environmentalists who would be pleased to hear this news.,s204
1.0,This is interesting...who even considered that exercising makes us want to eat more?!,s205
1.0,Green Energy provider is the must useful for current situation.,s206
1.0,Author creates a new guide for children to eat healthier.,s207
1.0,reduce the uses of plastic,s208
1.0,Saving money on fast food.,s210
1.0,This article is relevant to me because it shows that people are always seeking out changes to routines and looking for something that challenges them. I too grow weary of too much routine.,s211
1.0,Cleaner air using less deodarant,s212
0.0,do we want coal to be used for several more decades?,s214
1.0,This outlines a pretty easy way to drop some pounds!,s215
1.0,It is about how being in good shape is good for you.,s216
0.0,"Things like perfumes, pesticides and pant can be as bad as cars as far as pollution.",s217
0.0,It was about the climate changes,s218
1.0,It is about weight loss being attributed to diet quality rather than quantity.,s219
0.0,"In most restaurants in America, the children’s menu is where you’ll find the least nutritious foods: Chicken nuggets, grilled cheese, pizza and French fries are the standard “kid friendly” offerings",s222
1.0,This article is about how different government and related parties and working together to revise the Endangered Species Act.,s223
0.0,The government is screwing me again by carrying the water for big corporations.,s224
1.0,"protesting climate change, young people take to streets in a global strike",s227
1.0,"Have a New Years resolution and consume less than you need. The Democrats are also addressing climate change and the government shutdown. I try to consume less. If I don't need as much veggies, I will buy less so it doesn't spoil. As for climate change and the shutdown, they will resolve themselves through our representatives we send to Congress. I vote for my Representatives and they do the work.",s230
1.0,Perhaps this will help people pay attention to the dangers of climate change.,s234
1.0,"Performance subject to minerals is new Takes the essential oil wheels
",s235
1.0,"This article is about how exercise positively impacts the body, particularly, the muscles and immune system.",s236
1.0,CHALLENGING RACE WAS INCREASING,s237
1.0,It can help to shed light on whether this issue can be fixed with assistance from your partner.,s242
0.0,"Risk, no benefits to going gluten free",s243
1.0,This article is about your immune system and lifestyle and how those affect you're likelihood to get flus and colds.,s246
0.0,This article claims impacts of global warming  in rain and flood. Because some people believe global warming causes  heavy rain and cyclones,s248
1.0,You need to check your hearing to be safe,s249
0.0,This article matters to me personally because my close friend who is died due to this diet.,s250
1.0,This article is about the key to weight loss being diet quality not quantity people who cut back on certain foods lost weight without worrying about portion size.,s251
0.0,Demonstrating a correlation between eating highly processed meats and developing breast cancer.,s255
1.0,article is about babies who eat solid food at 3 months may lead to sounder sleep,s257
1.0,Important of exercise for children's.,s258
1.0,This article explains the heat wave and its month and the government actions,s259
1.0,Understanding if paper is better than plastic will help in making decisions about helping the environment.,s260
1.0,"My wife gets kidney stones, so this is useful for her",s261
1.0,What an awesome idea that every company should follow.,s262
1.0,"Healthful meal options and ideas for our children minus chicken fingers, fries, hamburgers and the like.",s265
0.0,That I know that using fruits and vitamins will not help my soreness after a work out,s268
0.0,People should know the bad effects of gaining weights. so everyone should do exercise well,s270
0.0,how eating sugar can cause you to have diabetes,s273
1.0,This article about the break out of the children's menu trap,s274
0.0,I know a lot of my friends live in areas proned to flooding.,s275
0.0,It was about the global warming was gives a dangerous rains and floods.,s276
0.0,poor hearing affects our lifer,s277
1.0,I recommend this article if you are curious about the positives and negatives of plastic and paper bags. It goes in depth about the two options and may help you decide between them.,s278
0.0,This article is about the Toxic Tide.,s279
1.0,Its about getting rid of single use plastic and replacing it with reusable stuff.,s280
0.0,Negative changes to the environment and the economy could have a negative effect on my overall quality of life going forward.,s281
1.0,a conservative coalition that champions coal won an Australian election,s283
1.0,The article is about having a better nights sleep when sleeping with their dog in the bedroom.,s287
1.0,Chef Colicchio recommends just-in-time daily produce shopping from Farmer's Markets.,s288
1.0,Our digestive system and weight management might be helped by taking a pill made from bacteria in the gut.,s292
1.0,Gut bacterium could cure metabolic disorders especially people with obesity,s294
0.0,About the rise of sleep apnea,s295
1.0,Eating foods with high flavonoid content helps people lower their risk for cancer.,s297
0.0,Americans still build homes in flood zones despite the awareness of climate change.,s299
1.0,"studies finds that obesity affects ones health .so ,it is advised to stay fit.",s300
1.0,It is important for us to recycle in order to protect the environment.,s301
1.0,there will been a small explosion of global warming ads,s303
1.0,Solar power is still a small portion of total electricity,s305
1.0,exercise and good diet go hand in hand,s307
1.0,It helps me to live in a safe world.,s308
1.0,This article is about what happens to nutrients in tomatoes and spinach when these foods are cooked.,s311
1.0,"Some large companies say that ""climate change"" could harm their future bottom lines.",s313
1.0,"This article goes in-depth to describe catastrophic floods, the potential link between climate change and flood frequency, and how to protect oneself in the event of a flood.",s314
1.0,A recent study has found that a probiotic may help fight obesity in people with metabolic issues.,s316
1.0,Pollution=Bad. We all need air.,s318
1.0,This article is very helpful,s319
1.0,Recycling is very useful for lot of peoples,s320
0.0,Because I am an activists,s321
0.0,This article is about how weight and cancer rates relate to each other.,s322
0.0,The great garbage patch of the Pacific is growing.,s324
0.0,I always prefer to read the daily news and tips. This article is between climate scientists and climate negotiators meeting then reduce holiday food waste totally this topic is somewhat irrelevant.,s326
0.0,climate control target not achieved so far,s327
1.0,This article is about how both plastic and paper bags are not great for the environment.,s328
0.0,This article matters to people I know because eve,s329
1.0,I'm so happy to see young people are concerned with climate change and quite literally the future of life on our planet. I certainly hope they go into politics.,s330
1.0,Supplements fulfill the nutrition and helps for the body.,s331
1.0,"making known to people that carbon taxes, renewable energy and climate bipartisanship were all on the ballot in various forms",s335
1.0,"A cancer researcher discusses his new company which aims to treat multiple myeloma using an crowdsourced, individualized approach. His perspective includes being both a researcher and cancer patient himself.",s337
0.0,A Vaquita porpoise has died in a rescue mission. It's one of the rarest marine mammals in the world with less than 30 remaining.,s338
1.0,This a move that would help us and our environment. Their is a possibility this is better than our previous experiences.,s344
0.0,Climate change could cost many large companies to lose a lot of money.,s345
1.0,This sense of hearing is very important and I don't think we realize just how much we need it,s348
1.0,Comparing downsides of paper and plastic bags.,s349
1.0,This article describes the uses of an product which monitors the heart,s352
1.0,This article is about climate plan and electric cars.,s353
0.0,It was terrible and made me worried,s358
0.0,It was the problem which was our future should be a question mark. Arctic was the whole snow area. If its melts too fast the whole world faces a serious issue. It makes the world to fear.,s360
1.0,Foods that are rich in flavonoids may help to lower the risk of cancer and cardiovascular-related causes of death.,s361
1.0,"It matters to people I know, because they have kids and they want them to be healthy.
It's about a new book with hints about healthy eating habits for kids.",s363
1.0,People I know are environment friendly and they want to know about eco cars.,s364
1.0,I really need the information from this article because i have friends that consumes sugary drinks and i feel they need to read this.,s368
1.0,Lawmakers finally passed a bill they have long been working on which protects lots of wilderness lands.,s371
1.0,"Some foods such as tomatoes and spinach could potentially gain more nutrition if you cook them, but some foods may not experience this.",s372
0.0,Wild fire is growing across of the globe and changing climates.,s373
1.0,"It would be a compelling challenge to a Zoologist's differing perspective and opinion about Polar Bear Habitat. Compelling because it would be Many vs One. A Challenge since the Scientists would cite other Researchers, Papers, etc...",s375
0.0,This is bad for anyone who inhabits planet Earth.,s380
0.0,people would be interested in this ad because obesity can cause death,s386
0.0,low impact sports can cause bone damage,s387
1.0,environment production and permanently reauthorizes a federal program,s390
1.0,very interesting and more important to the life,s394
0.0,This article is about the companies see climate change hitting their bottom lines in next five years.,s395
1.0,Planet to its hottest June with heat wave.,s396
1.0,"As people age, we tend to run and do other activities a bit less, but maybe not as much as we think.",s399
1.0,It can give awareness to people who are at risk of obesity.,s400
0.0,Pharaohs from ancient dynasty tried to adapt with the Drought and failed to adapt,s401
0.0,"Bad to hear , but we can't stop the nature here",s402
0.0,sleep apnea can be worse than most think,s403
0.0,The article talks about the relationship between access weight and where the highest rates in the country were.,s406
1.0,it is used to childrens and it is increase n children's health and protein level,s411
1.0,the marine mammals was important so save the marine mammals,s412
1.0,The article is about how exercise can prevent dementia.,s414
1.0,always natural foods are good for health,s415
0.0,This article is about S.U.V. being popular and that is bad for the enviroment.,s418
1.0,exercise is important and seeing the potential negatives of certain types is informational,s419
0.0,On my opinion it will controlled by 2050 with at most 50% of emission by 28 eastern country.,s420
0.0,"The Kincade fire was devastating to California, it destroyed over 10,000 acres and has left the land charred.",s421
1.0,Nutrient levels of tomatoes and spinach may change during the cooking process.,s422
0.0,Sugar consumption causes problems in many areas of your body.,s423
0.0,Environmental changes due to global warming include more dangerous weather.,s425
1.0,This is important to me because I want to protect myself from gaining weight and the supplements seem very helpful to the gut.,s432
1.0,this article is about cancer researcher takes cancer personally.,s434
1.0,It is a statement to contradict the popular belief about the extinction and poor condition around polar bears.,s435
1.0,The anti obesity effect of probiotic supplements.,s436
1.0,"i will take a homely natural medicine like tulasi,pepper ,ginger drinks should control cold",s437
1.0,"A.I. has many beneficial aspects, but being able to foresee and chronicle breast cancer in patients is truly wonderful, and extremely hopeful.",s439
0.0,I had heard about this disaster. It increase the sea water level.,s442
1.0,This article is about fuel efficient,s444
1.0,big climate change causes rain,s445
0.0,Climate change will cause certain areas to be under water in the future.,s446
1.0,"A historical account of efforts to control climate change matter very much to people like me. We are faced with serious problems of climate change, and history can be a great source of information.",s448
0.0,Climate change is a major problem in the world and I have concerns about climate change.,s449
0.0,"I live in an area close to flood prone zones so this is relevant to me
",s450
1.0,this article is about environmental,s453
1.0,A lot if people already know this.,s454
1.0,Role of electric cars in climate change,s456
1.0,I think this is interesting and I could relate it to my life. I do notice that when I walk with just my dog I walk a lot faster than when we take my husband with us.,s457
1.0,This article matters to people I know because they are looking for effective and healthy ways to lose weight and improve overall health.,s460
1.0,"S.U.V. purchases are on the rise, and what that means for the climate.",s462
1.0,this article too will raise awareness about climate change and its impacts,s463
0.0,Side effects from diet pills could kill and I don't want my family getting hurt,s466
1.0,The Climate change may affect the automakers. for that reason they shift gears on climate change.,s467
0.0,it is able climate change and how it is affecting glaciers,s470
0.0,This article matters to me because I believe in climate change. We know that if the US does something about climate change that's only a portion of our world. Other countries have to stop up also and this article tells of the resistance of other countries.,s471
0.0,plastic is taking the world space,s473
1.0,We could not slow down as much when we get older,s475
1.0,This article helps us to understand how to manage our health and reduce the likely to have a heart attack,s478
0.0,gluten free is not for all people as some people pose risk for it,s479
1.0,Possibly the people in these meetings will help with climate change and make it easier for me to live in this world.,s481
1.0,"Cooking tomatoes and spinach increases some naturally present nutrients, but levels of other nutrients decrease after cooking.",s482
0.0,"This isn't going away. Today it's four continents, tomorrow all 7. Then every town, every home. We need to slow this down",s483
0.0,How one rich person kept the coal industry going for 3 countries,s485
1.0,Article is about fitness and exercise,s487
1.0,i have close people that went through cancer and this kind of news is very important,s488
0.0,Climate change is a major problem,s490
1.0,Having a forecast for where fires may start or how destructive they could be would be important for everyone that's living in an area that has been or is starting to suffer from drought.  It would help weigh the risks of choosing where to live and getting the right home insurance if you live in a fire zone.,s492
1.0,Working out and being healthy is better then smoking,s493
1.0,This article about the message climate change effective to the people,s494
0.0,This matter to al people i know who are parents because its important for kids to have good nutrition but most kid menus are the exact opposite,s495
0.0,maybe not so good for health,s496
1.0,This article matters to people I know because we are all aging now.,s497
1.0,"Plaque in the arteries tends to be caused by stress, smoking, obesity and a sedentary lifestyle.  It shouldn't be surprising to see that the opposite is true -- quitting smoking, managing your stress, exercising more and eating better can thus reduce that plaque and reduce your risk of a heart attack.",s498
1.0,"chefs advice good for all don't waste food ,make a farming awareness to all people",s499
1.0,It matters to people I know because it can help them achieve their fitness goals. The article is relevant and interesting.,s502
1.0,This article is about choosing plastic bags or paper bags at the grocery store and what the impacts of each choice may be for you and the world you live in.,s504
1.0,My friends with babies might find this article useful.,s505
0.0,Obesity has negative effects on cardiovascular health and can shorten your life by a few years.,s506
0.0,i think this would only help certain companies get lots of money,s507
1.0,I think climate change is something we need to deal with now,s512
1.0,Many people I know are concerned about the ocean and our environment and what should be done to help the situation,s513
1.0,"I need this info, a quick workout that actually works is a great thing!",s514
1.0,Girl's take a sacrifice for all human on earth.,s515
0.0,it is about research so people need to know this sugary drink ban and it's effect,s516
1.0,The Article is about climate investigation,s517
0.0,"This article is about people who heart risks such as obesity, high cholesterol, high blood pressure and high glucose readings have increase risk in developing Parkinson's disease.",s520
0.0,Antioxidants do not help with post exercise recovery aches.,s522
0.0,Blooms are un safe for the wildlife in Florida,s526
1.0,Consuming less is beneficial for earth conservatism,s527
1.0,Five Takeaways from the recent elections can reveal current attitudes about climate change.,s529
0.0,CLIMATE CHANGE LEADS TO DISASTER,s530
0.0,How processed meats increase breast cancer in women,s531
1.0,All of our resources are very important to conserve for the well being of all the generations to come,s532
0.0,grass not natural to the environment could be making wildfires more frequent,s533
1.0,This article matters to me because we must do whatever it takes to combat climate change before it's too late.,s535
1.0,Eating fish helps stimulate the brain.,s537
0.0,"In various forms CBD is readily available to people, but the benefits have not yet been scientifically verified.",s538
1.0,"This article has to do with ways to help the environment, and details on climate change from scientists.",s540
0.0,China has stopped recycling for foreign countries and landfills are being filled up with garbage in America.,s541
1.0,We must protect our planet and the wildlife that live in it.,s543
1.0,It is about the Vaquita porpoises,s544
1.0,"Parents have an impact on what their children do, if they are willing to make the effort.",s545
0.0,Some of my family members have bad cholesterol due to their diet and genetics.,s546
1.0,This article is about the different ways people walk and how fast or slow they generally do so.,s547
1.0,Peoples are know the scientifice experiments.,s548
0.0,i think we will need to be very caution wit our 5 years next,s551
1.0,The article is about climate change and how young people are starting to get in on the action to do something about it.,s552
1.0,The US economy depends on climate change action!,s553
1.0,It is a story about a billionaire in a mining project in australia.,s554
0.0,intake of sugary may cause shorter life span,s555
0.0,Drinking sugary drinks is bad for your health.,s558
1.0,it is about hearing problems,s559
0.0,Even vegetables can give someone gout.,s561
0.0,"Despite the research showing red meat and white meat being equal where bad cholesterol is concerned, there are still reasons to reduce red meat consumption for women.  Our family likes to eat red meat and it might be a contributing factor in breast cancer.",s563
1.0,Fewer people are buying flood insurance,s567
1.0,It helps in taking care of our children and their happiness and growth.,s568
0.0,This article is about how to force your children to eat healthy.,s570
0.0,"Getting gout is an awful thing for anyone and having to change your diet to stop eating all of the healthy stuff you like is a real bummer, especially as a vegan when you're much more limited in what you can eat.",s571
1.0,"With our world changing so quickly, it's important to put a focus on climate change. This article gives me a small sense of relief that the topic is being discussed, especially by automakers. They have one of the biggest industries that impact our climate and the fact they are trying to do something is positive in my opinion. This matters to me because it will effect my everyday life, those around me, and the generations to come.",s572
1.0,This article is relevant to people I know because they are of Aging population and they need to understand exercising is important for longevity.,s574
1.0,Runners are entering races that are above their abilities in order to challenge themselves and do something new.,s575
1.0,I use deodorant daily. I don't want to smell bad but I do want cleaner air.,s576
0.0,Obesity is shown to cut life span by two to three years and an increase in cardiovascular disease.,s577
1.0,Being healthy and in shape helps endurance and can lead to living to an old age.,s578
1.0,People will be aware of wasting foods.,s581
1.0,Many people I love are middle aged and I believe this can help keep them healthy!,s582
0.0,it seems like American's are getting lazy by days and meanwhile it saves some energy sarcastically,s583
1.0,Treating eating disorders can be much easier if you have someone to help you through it.,s584
1.0,There's many pieces to the puzzle,s587
1.0,This is important to me because I am concerned about trash and waste in our environment.,s588
0.0,obesity is on the increase and people are dying from the side effects of it.,s589
0.0,"Some people think until scientists have tested it, it can't possibly be effective. The use of the term snake oil is pejorative.",s592
1.0,"To save the earth from the climate change, we need to avoid the more carbon emitting vehicle. Instead of this we can alternatively use the electric cars.",s593
0.0,The article is about the intensity of the cancer and the treatment methods.,s594
1.0,It educates me on how to raise my children,s595
0.0,This article is about how important ancient places in the Mediterranean may be destroyed by global warming.,s598
0.0,WEIGHT LOSS IS AVOID BAKED FOODS. DONT TAKE HIGH RISK IN DIET EAT HEALTHY FOODS AND SLEEP WELL,s599
0.0,It is about upcoming disasters of climate change,s600
1.0,most people I know admire Greta for her fiery attitude and determination,s602
1.0,This articles about to save the energy of americans.,s606
1.0,federal groups caution others for looming impacts of climate change on environment and economy,s608
1.0,Automobile emissions in atmosphere matters to the society,s610
1.0,The article is about different causes of large floods.,s613
1.0,statics of people who walks through street,s615
1.0,Dancing may be best for the brain.,s616
0.0,"Election and climate change, how candidates views' are.",s618
1.0,Cleaner Air pollution,s619
0.0,If we don't make big shifts in our society the risks of climate change grow significantly and threaten much,s620
1.0,Its important to me to make decisions that benefit the environment.,s621
1.0,the article is all about how level of nutrients may go up with cooking.,s622
0.0,"This shows that we humans need to pay more attention to the earth.  As the number of plastic items we throw away every day continues to rise, it poses a great danger to humans and other organisms.",s623
1.0,Exercising by children could save $120 billion per year.,s624
1.0,This article matters because it tells about the protein from plant which is healthier option,s626
1.0,More children need to start exercising,s627
1.0,This article is about alleviate post -exercise muscle achs.,s628
1.0,"Food wastage should be reduced, people are starving around the world.",s629
0.0,the climatic change hits the bottom line of the companies,s630
0.0,"Being deaf makes you more likely to get into accidents in...well, everything. Obviously.",s631
1.0,It shows a commentary on an aspect (walking) that people do every day.,s634
1.0,A top chefs informs people if they want to stop wasting food buy what youre cooking tonight.,s635
1.0,This will teach you the correct way to recycle items.,s636
1.0,Article gives new information that encroached grasses are the main  reason for wildfires.,s638
1.0,Enabling children to exercise for an hour before class makes them happier and more energetic.,s639
1.0,I personally have the psychology of the Parents and Kids....,s640
1.0,"When trying to lose weight, it is important for me to remember to maintain a diet as well rather than just workout.",s001
1.0,good development increases our country economical growth,s002
1.0,Because garbage in the ocean is a huge issue that needs to be solved.,s003
0.0,"It turns out that when you add extra energy via heat to a complicated system, that energy has to go somewhere and it isn't good news for anyone.",s004
0.0,"Climate change and global warming may destroy historical heritage sites, such as the ancient place in the Mediterranean.",s005
1.0,This could change the way we get our meat forever.,s008
1.0,Some effective ways to recycle things,s009
0.0,Ancient places in the Mediterranean might not survive global warming,s010
0.0,Obesity can lead to heart disease.,s012
1.0,I am very interested in maintaining my weight.,s014
0.0,This is something that is happening all the time with China not recycling garbage it is just going to our landfills.,s015
1.0,Several healthy practises at home are likely to reduce chances of heart attack.,s017
0.0,It is warning people that climate change is real and it is happening now therefore people need to make some changes now if they do not want things to get worse.,s018
0.0,The crisis of climate change not that distant. We all are already experiencing it. It is impacting us negatively so it's good news that the 3 campaign ads are spreading awareness.,s019
1.0,A program aimed to provide children exercise and thus make them happier is being considered,s020
1.0,The article is about the benefits of using alternatives to disposable cleaning products.,s021
0.0,This talks about how a vegan diet can cause health problems.,s024
1.0,"This article matters to people I know as climate lawsuits will become more prevalent and as citizens, understanding these lawsuits will allow us to make more informed decisions as to where we live and work.",s025
1.0,It is about marine mammals,s028
